all_benign_distrust_attacker,attack_actions,attack_extra_path_length_max,attack_extra_path_length_mean,attack_extra_path_length_total,attack_induced_path_changes,attack_route_penalty_max,attack_route_penalty_mean,attack_route_penalty_total,attacked_obstacle_episodes_deferred,attacker_min_source_memory_by_robot,attacker_min_source_memory_mean,attacker_min_trust_by_robot,attacker_min_trust_mean,attacks_evaluated_for_route_impact,benign_blocked_moves,benign_blocked_world,benign_deliveries_after_attack,benign_deliveries_after_distrust,benign_deliveries_by_robot,benign_delivery_cycle_duration_mean_steps,benign_delivery_cycle_duration_median_steps,benign_delivery_cycle_duration_p95_steps,benign_delivery_time_mean_steps,benign_loaded_delivery_duration_mean_steps,benign_loaded_delivery_duration_median_steps,benign_loaded_delivery_duration_p95_steps,benign_movement_steps,benign_no_path_steps,benign_path_changes,benign_planning_checks,benign_productive_replans,benign_success_rate,benign_total_deliveries_completed,benign_total_distance,benign_total_replans,benign_traffic_wait_steps,corridor_entry_denied,corridor_reservations_released,corridor_reservations_started,deadlocks_detected,deadlocks_recovered,distrusted_benign_robot_count,engine,fake_obstacle_path_changes,fake_obstacle_replan_checks,false_acceptance_count,false_acceptance_rate,false_clearance_path_changes,false_clearance_replan_checks,final_attacker_trust_mean,fresh_contradictions,head_on_swap_conflicts_detected,idle_parking_events,intent_commit_mismatches,malicious_contradiction_batches,malicious_report_deliveries,malicious_report_path_changes,malicious_report_replan_checks,malicious_reports_accepted,malicious_reports_influential,malicious_reports_operationally_ignored,malicious_verified_false_reports,manifest_hash,map_error_final,map_error_mean,map_hash,method,per_robot_idle_steps,prevented_robot_conflicts,recovery_time_steps,reservation_conflicts_detected,robot_on_route_path_changes,robot_on_route_replan_checks,robot_overlap_violations,scenario_manifest_hash,seed,stale_reassertion_path_changes,stale_reassertion_replan_checks,steps_completed,steps_route_affected_by_attacker,temporary_obstacle_deferred_activation_steps,temporary_obstacle_episodes_deferred,temporary_obstacle_path_changes,temporary_obstacle_replan_checks,time_to_all_benign_distrust,time_to_distrust_by_robot,time_to_distrust_malicious_robot,traffic_event_counts,traffic_replans,traffic_replans_suppressed,traffic_yield_events,traffic_yields_completed,vertex_conflicts_detected
1,389,0,0.0,0,0,10.250730257463324,0.25001781115764204,10.250730257463324,0,"{1: 0.0046234459431574535, 2: 0.014685907861337963}",0.009654676902247708,"{1: 0.0046234459431574535, 2: 0.014685907861337963}",0.009654676902247708,41,0,0,50,42,"{1: 27, 2: 29}",87.69642857142857,86.0,133.75,50.892857142857146,50.892857142857146,53.0,82.25,4861,0,367,530,367,0.28,56,4861.0,367,26,0,0,0,0,0,2,modular_native,2,2,254,0.3264781491002571,0,0,0.8541902945081321,202,30,0,0,117,778,2,2,778,254,524,202,693dc26418767ea6f937b6334e1d7f891616a50a3386dba048e1a6bd2c290a2d,0.024207746478873242,0.03427208469654774,693dc26418767ea6f937b6334e1d7f891616a50a3386dba048e1a6bd2c290a2d,source_memory,{},43,,6,0,0,0,812851f6db89c410c17dd69bcf38bd0a120c8501fa9507e635a59d785ac6083d,19,0,0,2500,0,2,1,148,148,826,"{1: 826, 2: 436}",436,"{'vertex_conflicts_detected': 7, 'head_on_swap_conflicts_detected': 30, 'reservation_conflicts_detected': 6, 'traffic_yield_events': 15, 'traffic_yields_completed': 15, 'deadlocks_detected': 0, 'deadlocks_recovered': 0, 'robot_overlap_violations': 0, 'corridor_entry_denied': 0}",17,0,15,15,7
