attack_extra_path_length_max,attack_extra_path_length_mean,attack_extra_path_length_total,attack_induced_path_changes,attack_route_penalty_max,attack_route_penalty_mean,attack_route_penalty_total,benign_blocked_moves,benign_delivery_cycle_duration_mean_steps,benign_delivery_cycle_duration_median_steps,benign_delivery_cycle_duration_p95_steps,benign_loaded_delivery_duration_mean_steps,benign_loaded_delivery_duration_median_steps,benign_loaded_delivery_duration_p95_steps,benign_no_path_steps,benign_path_changes,benign_planning_checks,benign_total_deliveries_completed,benign_total_distance,distance_per_delivery,fake_obstacle_path_changes,fake_obstacle_replan_checks,false_clearance_path_changes,false_clearance_replan_checks,malicious_report_path_changes,malicious_report_replan_checks,malicious_reports_operationally_ignored,method,robot_on_route_path_changes,robot_on_route_replan_checks,seed_count,stale_reassertion_path_changes,stale_reassertion_replan_checks,steps_route_affected_by_attacker,temporary_obstacle_path_changes,temporary_obstacle_replan_checks,time_to_distrust_malicious_robot
22.0,1.3961766644693474,54.0,10.0,51.032475373571515,3.9886918131625446,155.46414858523718,0.0,92.3044827586207,86.25,146.17499999999995,52.55793103448276,51.75,73.875,244.5,269.5,659.5,54.0,4626.0,85.8055172413793,9.5,9.5,0.0,0.0,10.0,10.0,15.0,latest_report,0.0,0.0,2,0.5,0.5,296.0,36.0,36.0,466.5
6.0,0.17600527356624918,7.0,3.0,16.378662873809994,0.83540070287946,33.18396045631558,0.0,87.58411801632141,84.25,127.19999999999996,50.356873822975516,50.75,72.44999999999996,71.5,262.5,558.0,56.5,4727.0,83.72112366603892,4.5,7.0,0.0,0.0,4.5,7.0,0.0,majority_vote,0.0,0.0,2,0.0,0.0,122.0,33.0,33.0,467.5
6.0,0.2788398154251813,11.0,7.0,31.873225343283707,2.166990471640304,85.57002692191121,0.0,84.81326196848053,84.0,123.94999999999997,47.54995539696699,50.5,67.94999999999996,0.0,269.0,418.5,58.0,4862.5,83.86039250669046,8.5,9.0,0.0,0.0,8.5,9.0,0.0,full_trust,0.0,0.0,2,0.0,0.0,167.0,37.5,37.5,432.0
6.0,0.07317073170731707,3.0,1.5,12.946997080124234,0.427845809884949,17.422471026994426,0.0,86.27062807881774,84.75,123.95,49.072044334975374,51.0,72.0,0.0,302.5,476.0,57.0,4861.5,85.31619458128078,2.0,2.5,0.0,0.0,2.5,3.0,426.5,trust_fused,0.0,0.0,2,0.5,0.5,32.5,86.5,86.5,432.0
0.0,0.0,0.0,0.5,10.250730257463324,0.12967440014780146,5.297988427783938,0.0,86.27062807881774,85.0,123.95,49.17918719211823,50.75,74.625,0.0,307.5,481.0,57.0,4860.5,85.29833743842364,1.0,1.0,0.0,0.0,1.5,1.5,485.5,source_memory,0.0,0.0,2,0.5,0.5,1.0,89.5,89.5,432.0
