baseline_method,ci95_difference_high,ci95_difference_low,direction,focal_method,improvement_ci95_high,improvement_ci95_low,improvement_difference,mean_difference,metric,n_pairs,sample_std_difference,sem_difference
full_trust,5.949798335513377,-6.2558589415739885,lower_better,source_memory,6.2558589415739885,-5.949798335513377,0.15303030303030596,-0.15303030303030596,benign_delivery_cycle_duration_mean_steps,2,0.6792510595034463,0.48030303030303395
full_trust,18.5593071046,-19.5593071046,lower_better,source_memory,19.5593071046,-18.5593071046,0.5,-0.5,benign_delivery_cycle_duration_median_steps,2,2.1213203435596424,1.4999999999999998
full_trust,11.942929144350002,-10.292929144349996,lower_better,source_memory,10.292929144349996,-11.942929144350002,-0.8250000000000028,0.8250000000000028,benign_delivery_cycle_duration_p95_steps,2,1.2374368670764582,0.8749999999999999
full_trust,7.124459658056618,-6.486580870177828,lower_better,source_memory,6.486580870177828,-7.124459658056618,-0.3189393939393952,0.3189393939393952,benign_loaded_delivery_duration_mean_steps,2,0.7574613549983112,0.5356060606060566
full_trust,0.0,0.0,lower_better,source_memory,-0.0,-0.0,-0.0,0.0,benign_loaded_delivery_duration_median_steps,2,0.0,0.0
full_trust,14.876825210039934,-13.076825210039923,lower_better,source_memory,13.076825210039923,-14.876825210039934,-0.9000000000000057,0.9000000000000057,benign_loaded_delivery_duration_p95_steps,2,1.5556349186103966,1.0999999999999943
full_trust,80.2372284184,-72.2372284184,lower_better,source_memory,72.2372284184,-80.2372284184,-4.0,4.0,benign_total_distance,2,8.48528137423857,5.999999999999999
full_trust,125.062047364,-129.062047364,lower_better,source_memory,129.062047364,-125.062047364,2.0,-2.0,benign_planning_checks,2,14.142135623730951,10.0
full_trust,142.7682521004,-136.7682521004,lower_better,source_memory,136.7682521004,-142.7682521004,-3.0,3.0,benign_path_changes,2,15.556349186104045,10.999999999999998
full_trust,84.09033078659999,-81.09033078659999,diagnostic,source_memory,,,,1.5,temporary_obstacle_replan_checks,2,9.192388155425117,6.499999999999999
full_trust,84.09033078659999,-81.09033078659999,diagnostic,source_memory,,,,1.5,temporary_obstacle_path_changes,2,9.192388155425117,6.499999999999999
full_trust,0.0,0.0,diagnostic,source_memory,,,,0.0,robot_on_route_replan_checks,2,0.0,0.0
full_trust,0.0,0.0,diagnostic,source_memory,,,,0.0,robot_on_route_path_changes,2,0.0,0.0
full_trust,29.265511841,-34.265511841,lower_better,source_memory,34.265511841,-29.265511841,2.5,-2.5,malicious_report_replan_checks,2,3.5355339059327378,2.5
full_trust,16.5593071046,-21.5593071046,lower_better,source_memory,21.5593071046,-16.5593071046,2.5,-2.5,malicious_report_path_changes,2,2.1213203435596424,1.4999999999999998
full_trust,23.4124094728,-27.4124094728,lower_better,source_memory,27.4124094728,-23.4124094728,2.0,-2.0,fake_obstacle_replan_checks,2,2.8284271247461903,2.0
full_trust,10.7062047364,-14.7062047364,lower_better,source_memory,14.7062047364,-10.7062047364,2.0,-2.0,fake_obstacle_path_changes,2,1.4142135623730951,1.0
full_trust,0.0,0.0,lower_better,source_memory,-0.0,-0.0,-0.0,0.0,false_clearance_replan_checks,2,0.0,0.0
