all_benign_distrust_attacker,attack_actions,attack_extra_path_length_max,attack_extra_path_length_mean,attack_extra_path_length_total,attack_induced_path_changes,attack_route_penalty_max,attack_route_penalty_mean,attack_route_penalty_total,attacker_min_source_memory_by_robot,attacker_min_source_memory_mean,attacker_min_trust_by_robot,attacker_min_trust_mean,attacks_evaluated_for_route_impact,benign_blocked_moves,benign_blocked_world,benign_deliveries_after_attack,benign_deliveries_after_distrust,benign_deliveries_by_robot,benign_delivery_cycle_duration_mean_steps,benign_delivery_cycle_duration_median_steps,benign_delivery_cycle_duration_p95_steps,benign_delivery_time_mean_steps,benign_loaded_delivery_duration_mean_steps,benign_loaded_delivery_duration_median_steps,benign_loaded_delivery_duration_p95_steps,benign_movement_steps,benign_no_path_steps,benign_path_changes,benign_planning_checks,benign_productive_replans,benign_success_rate,benign_total_deliveries_completed,benign_total_distance,benign_total_replans,benign_traffic_wait_steps,corridor_entry_denied,corridor_reservations_released,corridor_reservations_started,deadlocks_detected,deadlocks_recovered,distrusted_benign_robot_count,engine,fake_obstacle_path_changes,fake_obstacle_replan_checks,false_acceptance_count,false_acceptance_rate,false_clearance_path_changes,false_clearance_replan_checks,final_attacker_trust_mean,fresh_contradictions,head_on_swap_conflicts_detected,idle_parking_events,intent_commit_mismatches,malicious_contradiction_batches,malicious_report_deliveries,malicious_report_path_changes,malicious_report_replan_checks,malicious_reports_accepted,malicious_reports_influential,malicious_reports_operationally_ignored,malicious_verified_false_reports,manifest_hash,map_error_final,map_error_mean,map_hash,method,per_robot_idle_steps,prevented_robot_conflicts,recovery_time_steps,reservation_conflicts_detected,robot_on_route_path_changes,robot_on_route_replan_checks,robot_overlap_violations,scenario_manifest_hash,seed,stale_reassertion_path_changes,stale_reassertion_replan_checks,steps_completed,steps_route_affected_by_attacker,temporary_obstacle_path_changes,temporary_obstacle_replan_checks,time_to_all_benign_distrust,time_to_distrust_by_robot,time_to_distrust_malicious_robot,traffic_event_counts,traffic_replans,traffic_replans_suppressed,traffic_yield_events,traffic_yields_completed,vertex_conflicts_detected
1,556,6,0.7111111111111111,32,13,13.577804787797916,2.4770149088918845,111.4656709001348,"{1: 0.04054316974063884, 2: 0.0032332044623624417}",0.02188818710150064,"{1: 0.04054316974063884, 2: 0.0032332044623624417}",0.02188818710150064,45,0,0,49,46,"{1: 27, 2: 28}",89.49090909090908,92.0,118.6,44.92727272727273,44.92727272727273,47.0,63.0,4868,0,267,444,267,0.275,55,4868.0,267,21,0,0,0,0,0,2,modular_native,10,12,1112,1.0,0,0,0.9985209131273997,378,30,0,0,165,1112,10,12,1112,1112,0,378,693dc26418767ea6f937b6334e1d7f891616a50a3386dba048e1a6bd2c290a2d,0.012567324955116695,0.035080067909211095,693dc26418767ea6f937b6334e1d7f891616a50a3386dba048e1a6bd2c290a2d,full_trust,{},47,44,6,0,0,0,d76e117dd75eafddff51ab8f70335b49197606bf01bd7a42d1192345a623009d,28,0,0,2500,314,35,35,533,"{1: 376, 2: 533}",376,"{'vertex_conflicts_detected': 11, 'head_on_swap_conflicts_detected': 30, 'reservation_conflicts_detected': 6, 'traffic_yield_events': 15, 'traffic_yields_completed': 15, 'deadlocks_detected': 0, 'deadlocks_recovered': 0, 'robot_overlap_violations': 0, 'corridor_entry_denied': 0}",16,0,15,15,11
